gufi,timestamp,airport,minutes_until_pushback
FDX508.MEM.SMF.201114.0843.0008.TFM,2020-11-15 09:00:00,KMEM,8
FDX5081.MEM.LGG.201114.1143.0006.TFM,2020-11-15 09:45:00,KMEM,266
FDX5081.MEM.LGG.201114.1143.0006.TFM,2020-11-15 10:30:00,KMEM,221
FDX5081.MEM.LGG.201114.1143.0006.TFM,2020-11-15 11:15:00,KMEM,176
FDX5081.MEM.LGG.201114.1143.0006.TFM,2020-11-15 12:00:00,KMEM,131
FDX5154.MEM.ANC.201114.1013.0005.TFM,2020-11-15 08:15:00,KMEM,53
FDX5154.MEM.ANC.201114.1013.0005.TFM,2020-11-15 09:00:00,KMEM,8
FDX516.MEM.EWR.201114.0743.0014.TFM,2020-11-15 06:00:00,KMEM,153
FDX516.MEM.EWR.201114.0743.0014.TFM,2020-11-15 06:45:00,KMEM,108
FDX516.MEM.EWR.201114.0743.0014.TFM,2020-11-15 07:30:00,KMEM,63
FDX516.MEM.EWR.201114.0743.0014.TFM,2020-11-15 08:15:00,KMEM,18
FDX5235.MEM.ANC.201114.0943.0005.TFM,2020-11-15 07:30:00,KMEM,60
FDX5235.MEM.ANC.201114.0943.0005.TFM,2020-11-15 08:15:00,KMEM,15
FDX578.MEM.ONT.201114.0943.0003.TFM,2020-11-15 07:30:00,KMEM,77
FDX578.MEM.ONT.201114.0943.0003.TFM,2020-11-15 08:15:00,KMEM,32
FDX586.MEM.LAX.201114.0014.0005.TFM,2020-11-15 00:00:00,KMEM,3
FDX592.MEM.SEA.201114.0014.0001.TFM,2020-11-15 00:00:00,KMEM,41
FDX710.MEM.SEA.201114.0843.0004.TFM,2020-11-15 06:45:00,KMEM,109
FDX710.MEM.SEA.201114.0843.0004.TFM,2020-11-15 07:30:00,KMEM,64
FDX710.MEM.SEA.201114.0843.0004.TFM,2020-11-15 08:15:00,KMEM,19
FDX729.MEM.DEN.201114.0943.0004.TFM,2020-11-15 07:30:00,KMEM,62
FDX729.MEM.DEN.201114.0943.0004.TFM,2020-11-15 08:15:00,KMEM,17
FDX762.MEM.TPA.201114.0813.0008.TFM,2020-11-15 06:00:00,KMEM,60
FDX762.MEM.TPA.201114.0813.0008.TFM,2020-11-15 06:45:00,KMEM,15
FDX787.MEM.PHL.201113.2244.0014.TFM,2020-11-15 00:00:00,KMEM,44
FDX900.MEM.MSP.201114.0843.0005.TFM,2020-11-15 06:45:00,KMEM,63
FDX900.MEM.MSP.201114.0843.0005.TFM,2020-11-15 07:30:00,KMEM,18
FDX904.MEM.PHX.201114.0843.0007.TFM,2020-11-15 06:45:00,KMEM,32
FDX9042.MEM.STN.201114.0913.0006.TFM,2020-11-15 06:45:00,KMEM,70
FDX9042.MEM.STN.201114.0913.0006.TFM,2020-11-15 07:30:00,KMEM,25
FDX9125.MEM.SJU.201114.1601.0015.TFM,2020-11-15 00:00:00,KMEM,31
FDX915.MEM.MSP.201114.0913.0005.TFM,2020-11-15 06:45:00,KMEM,79
FDX915.MEM.MSP.201114.0913.0005.TFM,2020-11-15 07:30:00,KMEM,34
FDX9150.MEM.HNL.201114.1501.0008.TFM,2020-11-15 00:00:00,KMEM,85
FDX9150.MEM.HNL.201114.1501.0008.TFM,2020-11-15 00:45:00,KMEM,40
FDX980.MEM.SEA.201113.2344.0003.TFM,2020-11-15 00:00:00,KMEM,84
FDX980.MEM.SEA.201113.2344.0003.TFM,2020-11-15 00:45:00,KMEM,39
FDX983.MEM.PHL.201114.2304.0003.TFM,2020-11-15 00:00:00,KMEM,129
FDX983.MEM.PHL.201114.2304.0003.TFM,2020-11-15 00:45:00,KMEM,84
FDX983.MEM.PHL.201114.2304.0003.TFM,2020-11-15 01:30:00,KMEM,39
FDX9871.MEM.ANC.201114.1413.0027.TFM,2020-11-15 12:00:00,KMEM,46
FDX9879.MEM.ICN.201114.1313.0022.TFM,2020-11-15 11:15:00,KMEM,42
FDX992.MEM.IAD.201114.2240.0013.TFM,2020-11-15 00:00:00,KMEM,98
FDX992.MEM.IAD.201114.2240.0013.TFM,2020-11-15 00:45:00,KMEM,53
FDX992.MEM.IAD.201114.2240.0013.TFM,2020-11-15 01:30:00,KMEM,8
RPA4893.MEM.CLT.201114.1147.0021.TFM,2020-11-15 10:30:00,KMEM,70
RPA4893.MEM.CLT.201114.1147.0021.TFM,2020-11-15 11:15:00,KMEM,25
RPA4916.MEM.MIA.201114.1227.0043.TFM,2020-11-15 11:15:00,KMEM,61
RPA4916.MEM.MIA.201114.1227.0043.TFM,2020-11-15 12:00:00,KMEM,16
SWA1034.MEM.ATL.201114.1242.0034.TFM,2020-11-15 12:00:00,KMEM,46
